id,code,status_id,branch_id,dat_ecode,mileage,built_year,created_on,created_by
7004849,CAR004849,3,14.0,E980,50543,2022,2025-09-12 12:58:00 UTC,2808
7004850,CAR004850,5,7.0,E493,46467,2016,2026-02-22 11:16:00 UTC,6176
7004851,CAR004851,2,13.0,E497,161225,2019,2024-09-04 17:14:00 UTC,4223
7004852,CAR004852,3,8.0,E153,123043,2019,2024-10-16 14:44:00 UTC,3321
7004853,CAR004853,3,11.0,E920,208476,2021,2025-03-16 14:35:00 UTC,2057
7004854,CAR004854,3,13.0,E675,41432,2021,2024-04-21 10:59:00 UTC,1054
7004855,CAR004855,1,12.0,E549,269116,2022,2025-09-02 12:19:00 UTC,8009
7004856,CAR004856,1,16.0,E657,83615,2025,2025-03-03 00:48:00 UTC,7240
7004857,CAR004857,4,8.0,E117,238226,2019,2024-04-08 09:47:00 UTC,9867
7004858,CAR004858,4,20.0,E609,71175,2022,2026-01-06 00:09:00 UTC,4314
7004859,CAR004859,5,20.0,E537,160793,2021,2024-01-13 03:52:00 UTC,7110
7004860,CAR004860,4,10.0,E995,195974,2025,2026-03-25 04:06:00 UTC,7415
7004861,CAR004861,5,18.0,E372,103409,2023,2024-11-17 17:37:00 UTC,7942
7004862,CAR004862,3,8.0,E805,293263,2015,2025-07-29 09:52:00 UTC,7418
7004863,CAR004863,3,12.0,E577,186433,2020,2025-06-19 08:06:00 UTC,8446
7004864,CAR004864,1,11.0,E748,223370,2022,2024-07-20 17:55:00 UTC,8681
7004865,CAR004865,1,12.0,E534,44968,2018,2025-10-20 04:33:00 UTC,1349
7004866,CAR004866,2,16.0,E993,212133,2018,2024-05-08 20:14:00 UTC,2479
7004867,CAR004867,5,10.0,E897,262805,2018,2025-02-07 22:40:00 UTC,8386
7004868,CAR004868,4,12.0,E697,215186,2019,2025-02-06 16:29:00 UTC,9184
7004869,CAR004869,1,,E593,187855,2018,2024-04-21 17:50:00 UTC,5361
7004870,CAR004870,1,,E688,232308,2025,2024-02-09 18:27:00 UTC,6639
7004871,CAR004871,4,11.0,E529,115374,2019,2024-04-26 02:51:00 UTC,5576
7004872,CAR004872,2,4.0,E135,54111,2021,2024-02-29 13:03:00 UTC,3991
7004873,CAR004873,5,14.0,E591,86227,2022,2025-03-19 19:26:00 UTC,9262
7004874,CAR004874,2,6.0,E488,110038,2022,2025-12-14 07:13:00 UTC,4267
7004875,CAR004875,5,6.0,E411,102429,2021,2024-03-07 18:26:00 UTC,9194
7004876,CAR004876,1,2.0,E540,248844,2023,2024-03-14 04:56:00 UTC,8352
7004877,CAR004877,1,12.0,E532,46236,2025,2024-06-10 13:29:00 UTC,5943
7004878,CAR004878,1,3.0,E261,285703,2018,2026-01-11 22:29:00 UTC,5186
7004879,CAR004879,1,13.0,E382,203701,2015,2025-12-03 11:18:00 UTC,8986
7004880,CAR004880,1,1.0,E541,207215,2020,2025-12-03 03:22:00 UTC,3717
7004881,CAR004881,2,2.0,E132,137498,2020,2025-07-15 10:57:00 UTC,7135
7004882,CAR004882,5,13.0,E646,176941,2024,2025-04-25 22:41:00 UTC,3987
7004883,CAR004883,2,2.0,E118,202780,2020,2024-06-02 04:55:00 UTC,8836
7004884,CAR004884,1,10.0,E378,72055,2025,2025-10-24 14:19:00 UTC,1920
7004885,CAR004885,1,7.0,E392,76457,2015,2024-03-25 16:42:00 UTC,7202
7004886,CAR004886,2,3.0,E611,15389,2019,2026-01-21 17:29:00 UTC,8029
7004887,CAR004887,1,,E922,293570,2016,2025-03-03 16:30:00 UTC,9010
7004888,CAR004888,1,3.0,E544,254446,2016,2025-09-17 12:09:00 UTC,3405
7004889,CAR004889,4,11.0,E619,119468,2021,2024-08-28 01:16:00 UTC,6976
7004890,CAR004890,1,,E747,51358,2021,2025-09-10 19:34:00 UTC,7801
7004891,CAR004891,1,8.0,E532,214757,2017,2025-01-01 17:52:00 UTC,3737
7004892,CAR004892,1,18.0,E485,34009,2025,2026-02-18 04:55:00 UTC,1451
7004893,CAR004893,1,12.0,E125,200728,2018,2024-05-22 03:15:00 UTC,5263
7004894,CAR004894,3,17.0,E660,38654,2019,2025-05-11 17:12:00 UTC,7496
7004895,CAR004895,5,5.0,E366,233742,2019,2024-01-07 21:48:00 UTC,1253
7004896,CAR004896,3,7.0,E418,164398,2019,2026-01-28 14:36:00 UTC,2849
7004897,CAR004897,3,13.0,E539,203119,2016,2025-11-17 14:52:00 UTC,7527
7004898,CAR004898,2,8.0,E697,95673,2024,2024-07-09 02:14:00 UTC,7119
7004899,CAR004899,5,16.0,E929,202627,2016,2024-01-11 03:58:00 UTC,1653
7004900,CAR004900,1,13.0,E447,264340,2015,2026-02-21 06:08:00 UTC,8529
7004901,CAR004901,4,,E134,175056,2025,2024-06-02 12:42:00 UTC,2240
7004902,CAR004902,2,17.0,E648,113179,2025,2026-01-16 03:39:00 UTC,2012
7004903,CAR004903,3,,E622,46883,2021,2025-09-09 00:17:00 UTC,8702
7004904,CAR004904,1,20.0,E348,6143,2019,2024-07-10 19:55:00 UTC,3115
7004905,CAR004905,5,12.0,E699,33200,2020,2026-03-09 01:05:00 UTC,3622
7004906,CAR004906,1,18.0,E549,207343,2020,2025-05-04 07:07:00 UTC,7735
7004907,CAR004907,3,4.0,E260,268715,2021,2025-05-18 05:11:00 UTC,6494
7004908,CAR004908,2,17.0,E419,66462,2015,2026-01-15 00:44:00 UTC,2571
7004909,CAR004909,5,20.0,E743,98917,2017,2025-11-23 18:22:00 UTC,3970
7004910,CAR004910,3,9.0,E910,139232,2015,2024-09-27 18:11:00 UTC,7553
7004911,CAR004911,3,19.0,E744,93681,2017,2025-03-18 02:54:00 UTC,3199
7004912,CAR004912,4,,E384,284316,2021,2024-02-23 18:31:00 UTC,2079
7004913,CAR004913,5,6.0,E456,177925,2024,2025-07-18 06:47:00 UTC,2946
7004914,CAR004914,1,4.0,E825,254045,2017,2024-10-28 07:11:00 UTC,5576
7004915,CAR004915,1,12.0,E178,269302,2017,2024-12-24 12:47:00 UTC,1908
7004916,CAR004916,5,14.0,E216,237916,2023,2025-06-23 20:02:00 UTC,1034
7004917,CAR004917,1,7.0,E448,118419,2023,2025-06-22 15:58:00 UTC,6028
7004918,CAR004918,3,5.0,E160,188683,2022,2025-03-28 06:09:00 UTC,1969
7004919,CAR004919,3,19.0,E884,197106,2024,2026-02-03 07:27:00 UTC,4060
7004920,CAR004920,4,6.0,E908,252384,2025,2024-11-19 15:01:00 UTC,3574
7004921,CAR004921,3,14.0,E863,283103,2016,2025-09-07 00:44:00 UTC,2138
7004922,CAR004922,1,,E333,252722,2015,2026-01-15 14:09:00 UTC,3966
7004923,CAR004923,1,13.0,E600,49418,2021,2025-12-20 13:46:00 UTC,8783
7004924,CAR004924,2,5.0,E848,154338,2016,2024-07-04 15:03:00 UTC,1620
7004925,CAR004925,2,4.0,E116,281232,2018,2026-03-15 05:26:00 UTC,1217
7004926,CAR004926,2,1.0,E882,46432,2019,2025-07-16 06:53:00 UTC,4708
7004927,CAR004927,5,8.0,E648,134800,2016,2025-10-14 03:53:00 UTC,6398
7004928,CAR004928,1,17.0,E708,88822,2018,2026-03-31 07:05:00 UTC,1879
7004929,CAR004929,2,19.0,E573,75799,2024,2025-05-08 07:05:00 UTC,9863
7004930,CAR004930,2,17.0,E561,242861,2016,2025-06-15 15:52:00 UTC,4446
7004931,CAR004931,2,8.0,E619,246907,2025,2026-02-05 01:19:00 UTC,7539
7004932,CAR004932,5,1.0,E114,254827,2025,2025-05-31 00:47:00 UTC,8518
7004933,CAR004933,2,15.0,E997,240465,2015,2025-09-23 13:18:00 UTC,8577
7004934,CAR004934,3,8.0,E962,35413,2018,2025-06-26 11:09:00 UTC,9576
7004935,CAR004935,2,4.0,E982,242461,2025,2024-11-26 09:04:00 UTC,5278
7004936,CAR004936,3,4.0,E914,189031,2019,2024-09-13 17:43:00 UTC,5607
7004937,CAR004937,2,9.0,E361,22731,2017,2024-06-23 21:14:00 UTC,7111
7004938,CAR004938,5,12.0,E911,174699,2016,2026-01-04 17:41:00 UTC,1152
7004939,CAR004939,2,,E935,55226,2022,2025-06-22 16:38:00 UTC,2572
7004940,CAR004940,4,9.0,E648,171447,2018,2024-01-02 16:42:00 UTC,2313
7004941,CAR004941,5,14.0,E394,209087,2015,2024-12-13 19:53:00 UTC,8349
7004942,CAR004942,3,9.0,E611,260996,2022,2025-11-27 04:52:00 UTC,6416
7004943,CAR004943,5,4.0,E862,236901,2021,2024-08-29 16:48:00 UTC,9796
7004944,CAR004944,2,9.0,E582,275751,2016,2024-08-18 11:12:00 UTC,2834
7004945,CAR004945,1,14.0,E254,60864,2024,2024-01-12 21:59:00 UTC,9523
7004946,CAR004946,3,14.0,E694,106660,2016,2025-08-05 15:16:00 UTC,7865
7004947,CAR004947,3,,E791,39417,2021,2025-07-27 22:05:00 UTC,5709
7004948,CAR004948,5,1.0,E605,25724,2025,2025-09-22 03:45:00 UTC,5438
7004949,CAR004949,5,13.0,E395,95794,2018,2024-10-11 10:07:00 UTC,1409
7004950,CAR004950,1,20.0,E114,61082,2022,2025-01-24 22:27:00 UTC,5451
7004951,CAR004951,3,6.0,E427,85626,2019,2026-03-11 16:55:00 UTC,7702
7004952,CAR004952,2,2.0,E491,156419,2022,2025-04-20 03:38:00 UTC,4256
7004953,CAR004953,5,16.0,E461,101991,2020,2025-12-05 18:01:00 UTC,9740
7004954,CAR004954,2,6.0,E843,144254,2018,2025-10-31 18:35:00 UTC,6397
7004955,CAR004955,3,4.0,E341,101019,2018,2025-11-13 19:59:00 UTC,2133
7004956,CAR004956,5,12.0,E374,103956,2017,2026-01-02 13:47:00 UTC,5009
7004957,CAR004957,5,8.0,E459,187629,2016,2024-07-06 08:26:00 UTC,7855
7004958,CAR004958,5,7.0,E772,261456,2022,2025-09-23 15:35:00 UTC,8895
7004959,CAR004959,1,10.0,E335,295989,2022,2026-03-26 05:48:00 UTC,2978
7004960,CAR004960,3,5.0,E576,59270,2021,2025-05-29 16:35:00 UTC,7970
7004961,CAR004961,3,12.0,E851,115274,2024,2024-11-19 13:18:00 UTC,3659
7004962,CAR004962,2,9.0,E598,227803,2024,2025-06-17 08:01:00 UTC,7577
7004963,CAR004963,3,10.0,E100,220059,2021,2024-11-02 23:23:00 UTC,9482
7004964,CAR004964,3,5.0,E448,114651,2017,2025-08-31 18:46:00 UTC,9441
7004965,CAR004965,2,1.0,E989,291097,2015,2024-07-12 12:37:00 UTC,2203
7004966,CAR004966,5,16.0,E279,60448,2025,2024-04-10 20:42:00 UTC,4109
7004967,CAR004967,2,1.0,E268,19765,2015,2025-08-04 17:46:00 UTC,6797
7004968,CAR004968,3,15.0,E945,87181,2025,2025-03-14 20:41:00 UTC,4325
7004969,CAR004969,1,14.0,E851,25994,2016,2025-07-03 13:42:00 UTC,9930
7004970,CAR004970,5,4.0,E972,128879,2021,2026-04-21 13:04:00 UTC,5435
7004971,CAR004971,5,11.0,E653,17816,2020,2024-03-01 22:26:00 UTC,2234
7004972,CAR004972,3,,E605,256749,2018,2025-06-08 09:02:00 UTC,6802
7004973,CAR004973,1,17.0,E903,278303,2019,2024-02-06 07:51:00 UTC,8536
7004974,CAR004974,2,6.0,E268,276974,2020,2024-10-27 02:24:00 UTC,6810
7004975,CAR004975,2,14.0,E517,3565,2017,2025-02-20 07:52:00 UTC,4654
7004976,CAR004976,1,16.0,E745,71165,2016,2024-12-09 04:55:00 UTC,2929
7004977,CAR004977,5,3.0,E353,15340,2020,2025-07-25 05:34:00 UTC,2215
7004978,CAR004978,1,20.0,E118,185352,2025,2024-01-21 04:29:00 UTC,9535
7004979,CAR004979,5,14.0,E783,27885,2020,2024-03-30 08:29:00 UTC,7176
7004980,CAR004980,2,2.0,E704,134999,2022,2024-05-23 07:57:00 UTC,8378
7004981,CAR004981,3,9.0,E302,137894,2025,2025-02-17 16:33:00 UTC,7315
7004982,CAR004982,5,5.0,E725,170974,2019,2026-03-28 08:20:00 UTC,7601
7004983,CAR004983,2,8.0,E110,22933,2018,2024-07-29 15:13:00 UTC,1112
7004984,CAR004984,4,,E514,80470,2018,2024-10-05 14:06:00 UTC,5660
7004985,CAR004985,2,,E951,25493,2016,2025-10-29 05:23:00 UTC,3060
7004986,CAR004986,1,19.0,E395,7263,2015,2025-10-10 16:51:00 UTC,2779
7004987,CAR004987,3,5.0,E152,256906,2025,2024-04-01 04:37:00 UTC,9235
7004988,CAR004988,3,4.0,E410,203594,2020,2024-04-14 17:31:00 UTC,7817
7004989,CAR004989,2,15.0,E145,259784,2015,2026-04-26 13:41:00 UTC,5271
7004990,CAR004990,4,7.0,E883,240043,2020,2026-02-24 22:15:00 UTC,2328
7004991,CAR004991,2,11.0,E459,138752,2021,2024-09-18 07:23:00 UTC,3709
7004992,CAR004992,5,10.0,E569,213096,2021,2024-05-09 04:43:00 UTC,1582
7004993,CAR004993,3,19.0,E101,48830,2025,2024-02-27 19:31:00 UTC,3525
7004994,CAR004994,2,12.0,E668,52461,2020,2025-01-24 03:38:00 UTC,2658
7004995,CAR004995,3,20.0,E944,156853,2015,2024-10-31 03:34:00 UTC,1945
7004996,CAR004996,4,11.0,E545,5082,2023,2024-11-14 16:38:00 UTC,5096
7004997,CAR004997,3,,E378,165572,2021,2025-01-30 18:23:00 UTC,8648
7004998,CAR004998,4,3.0,E264,129931,2019,2025-04-18 11:23:00 UTC,1283
7004999,CAR004999,3,5.0,E283,14787,2019,2024-02-16 02:48:00 UTC,1415
7005000,CAR005000,1,16.0,E540,87505,2024,2025-10-06 02:22:00 UTC,5428
7000001,CAR005001,2,4.0,E570,72671,2017,2024-06-23 00:06:00 UTC,1690
7000002,CAR005002,3,6.0,E291,13816,2023,2025-08-29 09:14:00 UTC,3251
7000003,CAR005003,5,18.0,E769,189458,2022,2024-10-31 02:43:00 UTC,8463
7000004,CAR005004,2,10.0,E213,126540,2022,2026-01-14 16:30:00 UTC,3442
7000005,CAR005005,4,8.0,E422,259486,2016,2024-07-31 01:45:00 UTC,4472
7000006,CAR005006,5,15.0,E577,134199,2024,2025-02-03 23:04:00 UTC,9148
7000007,CAR005007,2,,E472,86489,2020,2025-06-10 18:23:00 UTC,9741
7000008,CAR005008,3,11.0,E750,179557,2016,2024-11-22 07:51:00 UTC,6159
7000009,CAR005009,2,14.0,E155,152483,2018,2024-10-03 03:18:00 UTC,9971
7000010,CAR005010,3,8.0,E102,284413,2023,2025-05-19 04:56:00 UTC,5819
7000011,CAR005011,1,14.0,E971,138963,2025,2025-07-25 12:46:00 UTC,2947
7000012,CAR005012,2,12.0,E864,27113,2024,2024-11-01 09:47:00 UTC,7253
7000013,CAR005013,4,11.0,E816,255688,2024,2025-08-15 06:15:00 UTC,1798
7000014,CAR005014,1,17.0,E658,1523,2021,2024-04-13 10:22:00 UTC,4310
7000015,CAR005015,3,11.0,E378,183037,2015,2025-08-09 10:33:00 UTC,6253
7000016,CAR005016,2,20.0,E498,181346,2018,2025-12-24 21:41:00 UTC,8907
7000017,CAR005017,4,17.0,E163,290814,2020,2024-02-17 08:30:00 UTC,7494
7000018,CAR005018,3,2.0,E463,52259,2023,2025-07-15 07:58:00 UTC,4885
7000019,CAR005019,2,15.0,E471,191204,2019,2024-10-10 09:01:00 UTC,9034
7000020,CAR005020,3,6.0,E703,179028,2015,2025-11-23 01:07:00 UTC,4936
7000021,CAR005021,5,8.0,E489,286177,2018,2025-10-06 06:27:00 UTC,5901
7000022,CAR005022,1,4.0,E129,141942,2020,2024-02-06 04:56:00 UTC,5883
7000023,CAR005023,1,,E741,151845,2021,2026-02-09 18:33:00 UTC,1431
7000024,CAR005024,3,,E693,112650,2015,2025-02-08 11:12:00 UTC,7930
7000025,CAR005025,2,10.0,E717,66161,2021,2025-02-24 13:58:00 UTC,7159
7000026,CAR005026,3,16.0,E560,100707,2024,2024-02-25 11:47:00 UTC,1654
7000027,CAR005027,3,7.0,E526,98607,2018,2024-09-24 11:21:00 UTC,4161
7000028,CAR005028,2,3.0,E814,82541,2025,2024-03-23 19:40:00 UTC,2219
7000029,CAR005029,1,4.0,E798,22334,2018,2026-01-05 01:35:00 UTC,9891
7000030,CAR005030,5,1.0,E134,234905,2022,2025-05-15 15:12:00 UTC,9462
7000031,CAR005031,4,18.0,E893,238442,2015,2024-04-06 18:44:00 UTC,7820
7000032,CAR005032,5,10.0,E304,103888,2016,2025-01-29 13:32:00 UTC,8103
7000033,CAR005033,5,7.0,E330,280139,2016,2024-11-24 01:38:00 UTC,3947
7000034,CAR005034,3,20.0,E864,24377,2016,2025-05-17 04:50:00 UTC,5414
7000035,CAR005035,2,20.0,E335,147488,2021,2024-02-25 11:19:00 UTC,9465
7000036,CAR005036,4,,E351,271141,2019,2025-09-07 16:16:00 UTC,5065
7000037,CAR005037,2,16.0,E282,193686,2023,2025-08-29 10:52:00 UTC,1207
7000038,CAR005038,2,,E477,274261,2019,2024-04-02 10:49:00 UTC,7770
7000039,CAR005039,2,6.0,E960,118775,2015,2024-06-05 00:02:00 UTC,3660
7000040,CAR005040,5,5.0,E488,281979,2021,2024-01-12 03:58:00 UTC,1991
7000041,CAR005041,5,12.0,E431,191945,2020,2024-04-23 15:14:00 UTC,6798
7000042,CAR005042,5,3.0,E945,245566,2025,2024-02-20 11:06:00 UTC,7175
7000043,CAR005043,4,14.0,E241,156110,2019,2024-04-03 09:10:00 UTC,4712
7000044,CAR005044,1,9.0,E744,48077,2016,2025-02-25 15:30:00 UTC,1260
7000045,CAR005045,2,,E987,207060,2019,2025-05-28 01:03:00 UTC,2689
7000046,CAR005046,5,16.0,E364,276813,2024,2024-07-26 10:42:00 UTC,6883
7000047,CAR005047,3,5.0,E603,178616,2018,2025-02-18 08:08:00 UTC,2478
7000048,CAR005048,5,3.0,E106,191181,2018,2025-03-29 15:48:00 UTC,8238
7000049,CAR005049,3,13.0,E329,110246,2022,2024-06-28 11:26:00 UTC,4242
7000050,CAR005050,3,18.0,E666,39893,2024,2024-09-20 06:54:00 UTC,1991
7000051,CAR005051,1,6.0,E356,93782,2015,2024-01-26 00:59:00 UTC,2183
7000052,CAR005052,4,13.0,E910,15720,2021,2026-04-02 04:28:00 UTC,7518
7000053,CAR005053,5,12.0,E877,247865,2023,2024-05-16 11:42:00 UTC,8738
7000054,CAR005054,1,5.0,E849,264684,2019,2024-10-29 09:07:00 UTC,9212
7000055,CAR005055,4,6.0,E908,255964,2019,2024-10-20 05:05:00 UTC,3433
7000056,CAR005056,3,2.0,E775,151597,2022,2024-03-20 22:39:00 UTC,2413
7000057,CAR005057,1,14.0,E171,219915,2023,2024-07-26 13:30:00 UTC,5826
7000058,CAR005058,5,,E867,298100,2024,2026-02-16 18:42:00 UTC,2234
7000059,CAR005059,2,17.0,E804,67534,2022,2025-10-10 04:24:00 UTC,6055
7000060,CAR005060,3,1.0,E704,245111,2018,2024-03-29 09:22:00 UTC,4457
7000061,CAR005061,5,16.0,E147,117283,2023,2024-07-19 01:38:00 UTC,3646
7000062,CAR005062,2,19.0,E659,189891,2017,2025-12-22 08:53:00 UTC,9130
7000063,CAR005063,4,,E781,122285,2019,2024-03-01 09:39:00 UTC,6015
7000064,CAR005064,2,,E401,201771,2019,2024-11-09 12:56:00 UTC,8879
7000065,CAR005065,3,19.0,E224,131758,2016,2024-09-20 18:27:00 UTC,2361
7000066,CAR005066,3,5.0,E957,87721,2016,2024-01-15 02:49:00 UTC,9702
7000067,CAR005067,5,12.0,E653,280205,2016,2024-04-05 11:56:00 UTC,3686
7000068,CAR005068,5,17.0,E521,202433,2015,2024-07-19 13:51:00 UTC,9326
7000069,CAR005069,2,5.0,E342,195740,2016,2025-11-03 17:11:00 UTC,2171
7000070,CAR005070,3,6.0,E276,170180,2019,2024-09-09 21:37:00 UTC,5688
7000071,CAR005071,2,3.0,E580,211831,2023,2025-01-05 14:01:00 UTC,2682
7000072,CAR005072,2,6.0,E384,247323,2015,2024-02-27 02:48:00 UTC,8879
7000073,CAR005073,1,10.0,E180,146436,2017,2024-07-11 01:32:00 UTC,4650
7000074,CAR005074,3,11.0,E796,144593,2020,2025-03-25 11:28:00 UTC,3006
7000075,CAR005075,2,1.0,E168,214110,2020,2025-03-28 07:48:00 UTC,5296
7000076,CAR005076,3,15.0,E643,48379,2020,2025-06-03 14:25:00 UTC,2205
7000077,CAR005077,3,11.0,E751,49737,2022,2025-03-06 12:59:00 UTC,3376
7000078,CAR005078,3,5.0,E178,114601,2021,2026-03-12 17:24:00 UTC,1868
7000079,CAR005079,1,10.0,E595,84961,2017,2024-04-26 15:55:00 UTC,3056
7000080,CAR005080,3,11.0,E305,52804,2024,2025-09-13 22:51:00 UTC,7642
7000081,CAR005081,4,10.0,E911,153355,2016,2025-12-24 10:05:00 UTC,9965
7000082,CAR005082,3,9.0,E976,6495,2015,2025-11-08 00:50:00 UTC,9503
7000083,CAR005083,5,1.0,E780,144240,2017,2024-11-28 23:14:00 UTC,1311
7000084,CAR005084,5,13.0,E809,57104,2024,2026-03-10 14:48:00 UTC,1611
7000085,CAR005085,5,18.0,E912,224322,2020,2025-10-06 19:29:00 UTC,2306
7000086,CAR005086,5,16.0,E122,275409,2022,2024-08-19 03:06:00 UTC,9508
7000087,CAR005087,4,9.0,E810,64117,2021,2026-01-28 02:21:00 UTC,8962
7000088,CAR005088,3,14.0,E583,26755,2025,2024-03-09 13:56:00 UTC,9617
7000089,CAR005089,5,18.0,E437,62995,2021,2025-03-16 13:31:00 UTC,3914
7000090,CAR005090,3,5.0,E770,271471,2020,2024-01-24 06:35:00 UTC,8669
7000091,CAR005091,1,3.0,E990,177772,2019,2025-09-18 09:51:00 UTC,2366
7000092,CAR005092,4,17.0,E903,293321,2020,2025-11-13 11:01:00 UTC,2465
7000093,CAR005093,1,3.0,E489,257992,2023,2024-04-18 17:35:00 UTC,9026
7000094,CAR005094,1,18.0,E893,168972,2016,2024-07-23 08:32:00 UTC,5135
7000095,CAR005095,4,15.0,E483,241136,2025,2025-09-21 12:55:00 UTC,2640
7000096,CAR005096,3,10.0,E124,74712,2018,2025-12-13 12:36:00 UTC,2537
7000097,CAR005097,3,6.0,E802,202838,2023,2026-03-11 06:48:00 UTC,4217
7000098,CAR005098,4,19.0,E733,181401,2022,2025-09-19 20:49:00 UTC,2557
7000099,CAR005099,5,12.0,E575,12484,2015,2024-08-13 20:40:00 UTC,2742
7000100,CAR005100,3,3.0,E740,77468,2017,2025-03-08 17:18:00 UTC,5438
7000101,CAR005101,2,17.0,E878,234373,2023,2025-10-07 01:11:00 UTC,4098
7000102,CAR005102,1,10.0,E848,245009,2021,2024-02-15 06:34:00 UTC,1841
7000103,CAR005103,4,6.0,E855,222509,2017,2024-10-08 00:36:00 UTC,3629
7000104,CAR005104,5,12.0,E307,232831,2021,2024-06-03 11:49:00 UTC,3754
7000105,CAR005105,5,18.0,E977,189570,2018,2024-05-01 00:46:00 UTC,3969
7000106,CAR005106,4,5.0,E916,22065,2021,2026-01-02 14:08:00 UTC,7502
7000107,CAR005107,5,,E115,191744,2024,2025-04-19 11:17:00 UTC,9155
7000108,CAR005108,4,11.0,E782,127746,2022,2024-08-07 00:15:00 UTC,5184
7000109,CAR005109,1,17.0,E886,271798,2018,2025-01-18 22:57:00 UTC,1065
7000110,CAR005110,2,19.0,E366,271697,2016,2026-01-05 12:35:00 UTC,8243
7000111,CAR005111,4,16.0,E252,157533,2017,2024-02-22 08:37:00 UTC,8306
7000112,CAR005112,1,19.0,E171,225936,2018,2026-01-07 19:48:00 UTC,8405
7000113,CAR005113,1,2.0,E375,235575,2017,2025-12-11 19:33:00 UTC,1025
7000114,CAR005114,5,18.0,E670,89474,2018,2024-06-19 22:46:00 UTC,8253
7000115,CAR005115,5,15.0,E587,21458,2016,2025-07-30 15:00:00 UTC,6177
7000116,CAR005116,3,,E277,141239,2019,2025-11-14 05:57:00 UTC,5074
7000117,CAR005117,2,20.0,E687,114838,2017,2024-03-30 01:59:00 UTC,2550
7000118,CAR005118,4,,E973,139422,2015,2024-01-23 06:25:00 UTC,1582
7000119,CAR005119,3,,E851,139157,2017,2025-08-25 05:46:00 UTC,9141
7000120,CAR005120,2,4.0,E808,270524,2016,2024-01-25 18:32:00 UTC,9931
7000121,CAR005121,3,7.0,E130,240560,2016,2024-03-03 07:49:00 UTC,5944
7000122,CAR005122,5,,E322,22970,2020,2026-04-22 17:50:00 UTC,6032
7000123,CAR005123,5,5.0,E605,188763,2025,2024-12-19 00:50:00 UTC,9922
7000124,CAR005124,5,12.0,E667,51759,2024,2026-04-08 22:25:00 UTC,9081
7000125,CAR005125,3,14.0,E771,231341,2019,2024-10-13 16:35:00 UTC,9958
7000126,CAR005126,2,18.0,E508,134152,2017,2024-06-08 05:12:00 UTC,6483
7000127,CAR005127,3,15.0,E195,255488,2019,2024-01-09 09:26:00 UTC,3272
7000128,CAR005128,5,18.0,E920,157466,2015,2025-01-31 11:52:00 UTC,7672
7000129,CAR005129,2,9.0,E453,14367,2016,2025-03-21 02:58:00 UTC,2149
7000130,CAR005130,1,6.0,E919,142812,2016,2025-03-19 21:02:00 UTC,2721
7000131,CAR005131,1,15.0,E506,94637,2016,2024-04-13 22:26:00 UTC,1376
7000132,CAR005132,2,14.0,E851,95974,2016,2025-08-21 12:39:00 UTC,7171
7000133,CAR005133,2,1.0,E260,25723,2021,2025-07-28 08:30:00 UTC,4193
7000134,CAR005134,1,19.0,E233,148449,2019,2024-03-12 09:04:00 UTC,4512
7000135,CAR005135,3,1.0,E780,181374,2021,2024-07-05 18:22:00 UTC,9701
7000136,CAR005136,2,19.0,E927,207472,2016,2025-12-19 12:18:00 UTC,9053
7000137,CAR005137,4,5.0,E923,258990,2025,2024-06-26 08:50:00 UTC,4418
7000138,CAR005138,5,19.0,E602,20441,2021,2024-03-10 16:55:00 UTC,1779
7000139,CAR005139,2,1.0,E315,233214,2019,2024-11-12 08:24:00 UTC,5718
7000140,CAR005140,1,19.0,E739,40936,2025,2026-01-19 11:30:00 UTC,8149
7000141,CAR005141,3,5.0,E973,39813,2019,2025-11-27 15:12:00 UTC,3368
7000142,CAR005142,1,15.0,E771,293709,2016,2024-04-03 03:17:00 UTC,4784
7000143,CAR005143,3,20.0,E235,6240,2022,2025-03-23 21:24:00 UTC,1938
7000144,CAR005144,2,19.0,E398,91673,2022,2024-07-15 16:51:00 UTC,2876
7000145,CAR005145,3,5.0,E404,257621,2015,2026-02-03 07:46:00 UTC,7817
7000146,CAR005146,5,5.0,E231,68012,2020,2025-11-14 09:42:00 UTC,8292
7000147,CAR005147,3,2.0,E912,15827,2019,2026-03-28 03:26:00 UTC,9208
7000148,CAR005148,2,9.0,E220,140508,2018,2025-12-23 18:23:00 UTC,5601
7000149,CAR005149,3,14.0,E415,215036,2021,2026-03-16 22:45:00 UTC,4575
7000150,CAR005150,5,2.0,E960,48185,2017,2025-09-10 15:05:00 UTC,1731
7000151,CAR005151,3,16.0,E465,251213,2024,2025-01-29 06:15:00 UTC,5475
7000152,CAR005152,4,15.0,E464,220455,2019,2025-09-03 14:20:00 UTC,7204
7000153,CAR005153,4,13.0,E551,134994,2024,2025-11-06 13:31:00 UTC,2520
7000154,CAR005154,5,4.0,E502,146926,2015,2024-08-13 09:44:00 UTC,4481
7000155,CAR005155,2,6.0,E213,222892,2019,2024-06-19 09:49:00 UTC,6785
7000156,CAR005156,3,10.0,E807,70838,2016,2024-07-23 22:08:00 UTC,6016
7000157,CAR005157,1,10.0,E685,270322,2018,2025-02-12 03:00:00 UTC,6167
7000158,CAR005158,1,11.0,E963,264302,2016,2025-09-27 01:53:00 UTC,4144
7000159,CAR005159,3,13.0,E695,31048,2020,2025-03-08 11:04:00 UTC,2402
7000160,CAR005160,4,12.0,E309,240747,2024,2025-07-03 07:30:00 UTC,1543
